vclaim_id	vclaim	title
vclaim-sno-fbi-agents-hunter-biden	One of two FBI agents killed while serving a search warrant in an investigation into violent crimes against children was the top agent in an investigation into child pornography found on Hunter Biden's laptop.	No, An FBI Agent Killed in Florida Wasn’t Investigating Hunter Biden’s Laptop
vclaim-sno-fbi-arrest-warrant-obama	The FBI has issued an arrest warrant for Barack Obama over charges of illegal wiretapping.	FBI Issues Warrant for Obama’s Arrest After Confirming Illegal Trump Tower Wiretap?
vclaim-sno-fbi-director-james-comeys-trump-sign	"FBI director Jim Comey placed a ""Trump/Pence 2016"" sign in front of his home."	FBI Director James Comey’s Trump Sign
vclaim-sno-fbi-files-prove-adolf-hitler-escaped-to-argentina	Files released by the FBI prove that Adolf Hitler escaped Germany for Argentina.	Do FBI Files Prove Adolf Hitler Escaped to Argentina?
vclaim-sno-fbi-illegal-websites-scam	The FBI is after you for visiting “illegal websites.”	FBI Illegal Websites Scam
vclaim-sno-fbi-illegal-wiretap-trump-apology	In January 2020, FBI Director Christopher Wray said that the bureau had illegally wiretapped Donald Trump and apologized for it.	Did FBI Say It Illegally Wiretapped Donald Trump and Apologize For It?
vclaim-sno-fbi-raid-retirement-home	The FBI raided a retirement home to break up an elderly fight club.	Was a Retirement Home Raided by the FBI for Running an Elderly Fight Club?
vclaim-sno-fbi-raids-cdc-vaccine-data	The FBI raided the CDC in the middle of the night to seize data on a link between vaccines and autism.	Did the FBI Raid the CDC for Data on Vaccines and Autism?
vclaim-sno-fbi-report-kavanaugh-allegations-not-true	A report issued by the FBI concluded that none of the sexual assault allegations against Supreme Court nominee Brett Kavanaugh was true.	Did an FBI Report Conclude That None of the Allegations Against Brett Kavanaugh Was True?
vclaim-sno-fbi-revealed-the-most-dangerous-zodiac-signs	The FBI released a study ranking the connection between likelihood of criminal behavior and zodiac signs.	Did the FBI Reveal the ‘Most Dangerous’ Zodiac Signs?
vclaim-sno-fbi-schiff-epstein-emails	An FBI investigation uncovered 256 emails between U.S. Rep. Adam Schiff and deceased sex offender Jeffrey Epstein.	Did the FBI Find 256 Emails Between Schiff and Epstein?
vclaim-sno-fbi-seizes-3000-penises-raid-morgue-employees-home	The FBI seized over 3,000 penises during a September 2017 raid of a morgue employee's home.	FBI Seizes Over 3,000 Penises During Raid at Morgue Employee’s Home?
vclaim-sno-fbi-smart-tv	"The FBI warned that smart TVs can ""spy"" on their owners."	Did the FBI Warn That Smart TVs Might Spy on You?
vclaim-sno-fbi-spills-water-iphone	After unlocking an iPhone belonging to one of the people involved in the San Bernardino shooting, the FBI ruined the device by spilling water on it.	FBI Spilled Water on San Bernardino Shooter’s iPhone?
vclaim-sno-fbi-trump-biden-bus	The FBI is investigating an incident in which Trump supporters in pickup trucks surrounded a Biden-Harris campaign bus on a highway in Texas on Oct. 30, 2020.	Is the FBI Investigating After Trump Fans Surrounded Biden Bus in Texas?
vclaim-sno-fbi-warned-about-white-supremacists	The FBI warned about the possibility white supremacist groups infiltrating U.S.   law enforcement agencies.	FBI Warned About White Supremacists Infiltrating Police Departments
vclaim-sno-fbi-warned-florida-shooter	The FBI received a warning about about suspected killer in the Parkland, Florida, school shooting.	Was the FBI Tipped Off About the Parkland Shooter?
vclaim-sno-fbi-warning-to-all-americans-about-poisoned-produce	The FBI has warned all Americans to be cautious of produce at grocery stores that might have been sprayed with poison.	FBI Warning to ‘All Americans’ About Poisoned Produce
vclaim-sno-fbi-wasserman-schultz-home	FBI agents raided Rep. Debbie Wasserman-Schultz's home and seized smashed computer hard drives.	Did The Federal Bureau of Investigation Seize Smashed Hard Drives From Rep. Wasserman-Schultz’s Home?
vclaim-sno-fda-banning-e-juice	The FDA has banned all e-juice for electronic cigarettes, effective July 2016.	FDA Banning E-Juice
vclaim-sno-fda-classified-walnuts-drugs	The FDA classified walnuts as drugs.	The FDA Classified Walnuts as Drugs?
vclaim-sno-fda-food-inspections-government-shutdown	The Food and Drug Administration has halted all food inspections due to the federal government shutdown.	Has the FDA Halted Food Inspections Because of the Government Shutdown?
vclaim-sno-fda-frosted-flakes-are-healthier-than-avocados	The FDA said Frosted Flakes are healthier than avocados.	FDA: Frosted Flakes are Healthier than Avocados
vclaim-sno-fda-homeless-shelter-donations	The FDA is donating $1 to homeless shelters for every person who changes their Facebook profile picture to their favorite food.	FDA/Facebook Donations for National Hunger Awareness Month
vclaim-sno-fda-outlaws-cbd-oils	The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is interested in marketing them.	FDA Outlaws CBD Oils
vclaim-sno-fda-packaging-change	The U.S. Food and Drug Administration is changing their regulations to require plastic seals in ice cream packaging in response to the “Blue Bell ice cream licker.”	Did the FDA Change Packaging Laws Because of the Blue Bell Ice Cream Licker?
vclaim-sno-fdic-you-later	At the end of 2009, Bank of America will be dropping FDIC coverage on all interest-bearing accounts.	Bank of America Dropping FDIC Coverage?
vclaim-sno-fdic-you	After a bank failure, the FDIC has 99 years to pay back insured deposits.	FDIC Insurance Pays Out Over 99 Years?
vclaim-sno-fdny-health-fund	The Trump administration withheld money from a program that covers medical care for sick and injured 9/11 first responders.	Did the Trump Administration Withhold Money from FDNY 9/11 Health Fund?
vclaim-sno-fear-factor	According to magazine polls, the three things blacks fear most are dogs, ghosts, and registered mail.	What Blacks Fear Most
vclaim-sno-fear-of-a-black-thursday	Malls are fining store owners $1,100 for every hour they refuse to open on Thanksgiving Day.	Simon Malls Fines Retailers for Closing on Thanksgiving?
vclaim-sno-feast-of-friends	"Photograph shows a ""thank you"" sign to Jews from the Chinese Restaurant Association of the United States."	A Message from the Chinese Restaurant Association of the United States?
vclaim-sno-febreze-contains-peanut-oil	Febreze and other Procter & Gamble products contain undeclared peanut and tree nut oils or byproducts, posing a risk to individuals with nut allergies.	Does Febreze Contain Peanut Oil?
vclaim-sno-feces-of-death	A zookeeper in Paderborn, Germany, was killed when an elephant defecated on him.	Was a Zookeeper Killed When an Elephant Defecated on Him?
vclaim-sno-feckless-foreign-follies	Opinion piece by London	Alex Singleton on Barack Obama
vclaim-sno-federal-benefit-payments	Social Security retirement disbursements have recently been reclassified as 'federal benefit payments.'	Social Security as ‘Federal Benefit Payments’
vclaim-sno-federal-food-box-credit-trump	In late September 2020, the U.S. Department of Agriculture distributed millions of federally funded aid boxes that included a letter from President Donald Trump crediting his administration for their distribution.	Did Federal Food Aid Boxes Include White House Letter Crediting Trump?
vclaim-sno-federal-government-cancel-nike-contract	"The United States government canceled an $80 million contract with sports apparel manufacture Nike, Inc. because the company ""hates America"" and ""disrespects dead veterans."""	Did the Federal Government Cancel an $80 Million Nike Contract?
vclaim-sno-federal-government-workers-30-days	Federal government employees can be fired after 30 or more days of government shutdown.	Can Federal Government Workers Be Fired After 30 Days of Shutdown?
vclaim-sno-federal-holiday-christmas-eve	On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday.	Did Trump Designate Christmas Eve 2020 a Federal Holiday?
vclaim-sno-federal-judge-chris-tomlin	"A federal judge ordered Christian music artist Chris Tomlin to ""stop adding choruses to perfectly good hymns."""	Federal Judge Orders Chris Tomlin to Stop Adding Choruses to Perfectly Good Hymns?
vclaim-sno-federal-judge-nullify-pa-election-results-wide-scale-voter-fraud	A federal judge threw out the election results in a Pennsylvania special congressional election due to voter fraud.	Did a Federal Judge Nullify PA Election Results for ‘Wide-Scale Voter Fraud’?
vclaim-sno-federal-judge-rule-police-can-legally-shoot-kill-dogs	The federal government passed a law permitting police officers to shoot dogs if they bark or move.	Did a Federal Judge Rule Police Can Legally Shoot and Kill Dogs?
vclaim-sno-federal-rent-checks	"Americans can collect ""Federal Rent Checks"" by using Public Law 92-313 to their benefit."	Does Public Law 92-313 Allow Americans to Claim ‘Federal Rent Checks’?
vclaim-sno-federal-troops-tear-gas-yankees	Federal troops tear-gassed the New York Yankees off the field so U.S. President Donald Trump could throw out the first pitch before the team's opening home game	Did Federal Troops Tear-Gas the Yankees?
vclaim-sno-fedex-text-message-scam	"FedEx customers can receive free ""expensive"" products from Amazon.com via a text message notification."	Are FedEx ‘Set Delivery Preferences’ Text Messages Real?
vclaim-sno-feds-nancy-pelosi-raid	"Feds handcuffed an ""irrational"" House Speaker Nancy Pelosi and raided her office."	Did Feds Handcuff an ‘Irrational’ Nancy Pelosi and Raid Her Office?
vclaim-sno-feds-tracking-support-audit-donald-trump	The Government Accountability Office is tracking emails sent supporting an audit of Donald Trump requested by Sen. Elizabeth Warren.	Are Feds Tracking Support for an Audit of Donald Trump?
vclaim-sno-feds-unmarked-vans-portland	"Operating under orders from U.S. President Donald Trump in summer 2020, federal agents used unmarked vehicles to ""kidnap"" Portland protesters and did not identify themselves as law enforcement during the apprehensions."	Were Portland Protesters ‘Kidnapped’ by Federal Officers in Unmarked Vans?
vclaim-sno-feeding-the-eagles	Photographs show bald eagles being fed on a spit in winter.	Feeding the Eagles
vclaim-sno-feign-reaction	Student makes humorous guesses at answers on chemistry exam.	Chemistry Exam Answers
vclaim-sno-feinstein-blum-usps	Richard Blum, the husband of Senator Dianne Feinstein, obtained a contract to broker sales of USPS  facilities due to his wife's influence.	Did Dianne Feinstein Get Her Husband’s Company a USPS Contract?
vclaim-sno-feinstein-chinese-spy	One of Senator Dianne Feinstein's staffers in California was a spy who reported sensitive information to Chinese contacts.	Did Senator Dianne Feinstein Employ a Chinese Spy?
vclaim-sno-feinstein-veterans-firearms	"Senator Dianne Feinstein said that ""All vets are mentally ill and the government should prevent them from owning firearms."""	Did Senator Dianne Feinstein Say ‘All Vets Are Mentally Ill’?
vclaim-sno-feldkamp-plane-crash	Family of abortion clinic owner dies when plane crashes into Catholic cemetery that houses a “tomb to the unborn.”	Feldkamp Plane Crash
vclaim-sno-feliz-navidad-white-house	"President Trump banned the song ""Feliz Navidad"" from the White House."	Did President Trump Ban ‘Feliz Navidad’ from the White House?
vclaim-sno-felons-voting-rights-virginia	Virginia Governor Terry McAuliffe restored voting rights to a large number of convicted felons.	Felons Granted Voting Rights in Virginia?
vclaim-sno-felons-with-benefits	Imprisoned former Congressmember Jesse Jackson, Jr. stands to collect $8,700 per month in disability payments and $45,000 per year in Congressional pension.	Jesse Jackson, Jr. Collects $8,700 Per Month in Disability Payments?
vclaim-sno-fema-barges-hawaii-volcano	"In June 2018, FEMA deployed barges to Hawaii, to transport victims of the Kilauea volcano to an ""internment camp."""	Did FEMA Use Barges to Incarcerate People Fleeing a Volcano in Hawaii?
vclaim-sno-fema-drill-disrupting-california-primary	The Federal Emergency Management Agency scheduled a massive earthquake preparedness drill on the same day as the California primary.	FEMA Earthquake Drill Disrupting California Primary
